NIMI ;OSOITE;POSTINUMERO;KUNTA;LUVAN ALKUPÄIVÄ;LUVAN SELITE;OSASTON NIMI;ASIAKASPAIKAT;
ABC Vaajakoski;Vaajakoskentie 850;40800;Jyväskylä;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Ravintolasali;302;
ABC Vaalanportti ravintola;Vaalantie 285;91700;Vaala;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Terassi;20;
ABC Vaalanportti ravintola;Vaalantie 285;91700;Vaala;1.3.2018;Anniskelu A, kaikki alkoholijuomat;sali;48;
ABC Vaasa;Kiitokaari 2;65380;Vaasa;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Ravintola;300;
ABC Vaasa;Kiitokaari 2;65380;Vaasa;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Saunaosasto;18;
ABC Vaasa;Kiitokaari 2;65380;Vaasa;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Terassi;200;
ABC Vaasa;Kiitokaari 2;65380;Vaasa;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Terassi yläkerta;60;
ABC Vaasa;Kiitokaari 2;65380;Vaasa;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Terassi tupakoitsijoille;60;
ABC Vaasa;Kiitokaari 2;65380;Vaasa;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Kabinetit (2kpl);100;
ABC Vaasa Kivihka;Kiilletie 2;65300;Vaasa;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Ravintola;200;
ABC Vaasa Kivihka;Kiilletie 2;65300;Vaasa;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Terassi;60;
ABC Valkeala;Valtatie 15;45370;Kouvola;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Terassi (1.4.-31.10.);69;
ABC Valkeala;Valtatie 15;45370;Kouvola;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Ravintolasali;172;
ABC Varkaus Restaurant;Käpykankaantie 8;78850;Varkaus;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Ravintolatilat;254;
ABC Varkaus Restaurant;Käpykankaantie 8;78850;Varkaus;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Terassi;50;
ABC Viipurinportti;Hirsimäenkatu 1;53500;Lappeenranta;1.3.2018;Anniskelu A, kaikki alkoholijuomat;ulkoterassi;176;
ABC Viipurinportti;Hirsimäenkatu 1;53500;Lappeenranta;1.3.2018;Anniskelu A, kaikki alkoholijuomat;ravintolasali;350;
ABC Viitasaari;Kokkosalmentie 7;44500;Viitasaari;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Katettu ulkoterassi;50;
ABC Viitasaari;Kokkosalmentie 7;44500;Viitasaari;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Kabinetti ja parveke;25;
ABC Viitasaari;Kokkosalmentie 7;44500;Viitasaari;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Ulkoterassi (1.4. -31.10.);100;
ABC Viitasaari;Kokkosalmentie 7;44500;Viitasaari;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Ravintolasali;250;
ABC-Lahdesjärvi;Automiehenkatu 39;33840;Tampere;1.3.2018;Anniskelu A, kaikki alkoholijuomat;ABC Restaurant;350;
ABC-Lahdesjärvi;Automiehenkatu 39;33840;Tampere;1.3.2018;Anniskelu A, kaikki alkoholijuomat;ABC-Lahdesjärvi Kesäterassi;200;
ABC-Pitkälahti;Vitostie 1771;70800;Kuopio;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Ravintolasali;426;
ABC-Pitkälahti;Vitostie 1771;70800;Kuopio;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Terassi;70;
AC Oulun ottelut, Raatin stadion;Raatintie 2;90100;Oulu;15.6.2020;Määräaikainen A, kaikki alkoholijuomat;VIP-alue;120;
AC Oulun ottelut, Raatin stadion;Raatintie 2;90100;Oulu;15.6.2020;Määräaikainen A, kaikki alkoholijuomat;Liikuntasali;300;
AC Oulun ottelut, Raatin stadion;Raatintie 2;90100;Oulu;15.6.2020;Määräaikainen A, kaikki alkoholijuomat;Pääkatsomo etelä;500;
AC Oulun ottelut, Raatin stadion;Raatintie 2;90100;Oulu;15.6.2020;Määräaikainen A, kaikki alkoholijuomat;Pääkatsomo pohjoinen (VIP);500;
AC Oulun ottelut, Raatin stadion;Raatintie 2;90100;Oulu;15.6.2020;Määräaikainen A, kaikki alkoholijuomat;Aurinkokatsomo;300;
AC Oulun ottelut, Raatin stadion;Raatintie 2;90100;Oulu;15.6.2020;Määräaikainen A, kaikki alkoholijuomat;Aitiot (3 kpl);60;
AC Oulun ottelut, Raatin stadion;Raatintie 2;90100;Oulu;15.6.2020;Määräaikainen A, kaikki alkoholijuomat;Pääkatsomo pohjoinen (sisätila);100;
ADA kebab-pizzeria;Kauppiaskatu 5;20100;Turku;7.7.2020;Anniskelu A, kaikki alkoholijuomat;Ravintolasali;18;
AROY-D;Helsinginkatu 4 b;500;Helsinki;2.3.2020;Anniskelu A, kaikki alkoholijuomat;Terassi;20;
AROY-D;Helsinginkatu 4 b;500;Helsinki;2.3.2020;Anniskelu A, kaikki alkoholijuomat;Ravintola;24;
AT NATURE;Terstontie 123;99870;Inari;21.2.2020;Anniskelu A, kaikki alkoholijuomat;Saunamökki;4;
AT NATURE;Terstontie 123;99870;Inari;21.2.2020;Anniskelu A, kaikki alkoholijuomat;Kota;15;
AVKLUBI;Haapasaarentie 3;960;Helsinki;10.4.2019;Anniskelu A, kaikki alkoholijuomat;Terassi;20;
AVKLUBI;Haapasaarentie 3;960;Helsinki;10.4.2019;Anniskelu A, kaikki alkoholijuomat;Sisätila;50;
Aakenus Grill Restaurant;Iso-Ylläksentie 1;95980;Kolari;1.11.2019;Anniskelu A, kaikki alkoholijuomat;Sali;90;
Aakenus Grill Restaurant;Iso-Ylläksentie 1;95980;Kolari;1.11.2019;Anniskelu A, kaikki alkoholijuomat;Terassi;20;
Aalto Pizzeria;Parviaisentie 5;40900;Jyväskylä;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Sali;25;
Aavaranta Hotelli;Österbyntie 617;2510;Kirkkonummi;7.6.2019;Ann.lupa sis. vähittäismyynnin;Ravintola;70;
Aavaranta Hotelli;Österbyntie 617;2510;Kirkkonummi;7.6.2019;Ann.lupa sis. vähittäismyynnin;Aulabaari;35;
Aavasaksan Paviljonki;Aavasaksanvaarantie 281;95620;Ylitornio;1.10.2013;Anniskelu A, kaikki alkoholijuomat;Etuterassi;20;
Aavasaksan Paviljonki;Aavasaksanvaarantie 281;95620;Ylitornio;1.10.2013;Anniskelu A, kaikki alkoholijuomat;Terassi;30;
Aavasaksan Paviljonki;Aavasaksanvaarantie 281;95620;Ylitornio;1.10.2013;Anniskelu A, kaikki alkoholijuomat;Piha-alue;50;
Aavasaksan Paviljonki;Aavasaksanvaarantie 281;95620;Ylitornio;1.10.2013;Anniskelu A, kaikki alkoholijuomat;Ravintolasali;80;
Aburavintola;Kalevan puistotie 11;33500;Tampere;1.8.2020;Anniskelu A, kaikki alkoholijuomat;Sisätila;24;
Ace Corner Finland;Veistämönkatu 1 B;15140;Lahti;12.4.2012;Anniskelu A, kaikki alkoholijuomat;Kahvila;250;
Ace Corner Finland;Veistämönkatu 1 B;15140;Lahti;12.4.2012;Anniskelu A, kaikki alkoholijuomat;Katettu ulkotila;400;
Ace Corner Finland;Veistämönkatu 1 B;15140;Lahti;12.4.2012;Anniskelu A, kaikki alkoholijuomat;Museotila;40;
Ace Corner Finland;Veistämönkatu 1 B;15140;Lahti;12.4.2012;Anniskelu A, kaikki alkoholijuomat;Terassi;160;
Adalar ravintola pizza kebab;Kirkkotie 1;90830;Oulu;25.2.2019;Ann.lupa sis. vähittäismyynnin;Ravintolasali;48;
Addis Ethiopian Kitchen;Sturenkatu 28;510;Helsinki;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Sali;24;
Addis Ethiopian Kitchen;Sturenkatu 28;510;Helsinki;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Terassi;8;
Adlerfelt;Suomenlinna B 1;190;Helsinki;8.4.2020;Ann.lupa sis. vähittäismyynnin;Ulkoterassi;250;
Adlerfelt;Suomenlinna B 1;190;Helsinki;8.4.2020;Ann.lupa sis. vähittäismyynnin;Ravintolasali;120;
Adlerfelt;Suomenlinna B 1;190;Helsinki;8.4.2020;Ann.lupa sis. vähittäismyynnin;Juhlatila;200;
Adri´s Lounas;Höyläämötie 11 C;380;Helsinki;25.6.2019;Anniskelu A, kaikki alkoholijuomat;Sisätila;60;
Adri´s Lounas;Höyläämötie 11 C;380;Helsinki;25.6.2019;Anniskelu A, kaikki alkoholijuomat;Tapahtumatila;80;
Afrodite Taverna;Hämeenkatu 9;20500;Turku;24.8.2020;Anniskelu A, kaikki alkoholijuomat;Sisätila;32;
After Bar;Porrassalmenkatu 21;50100;Mikkeli;1.10.2020;Anniskelu A, kaikki alkoholijuomat;Katutaso;180;
After Bar;Porrassalmenkatu 21;50100;Mikkeli;1.10.2020;Anniskelu A, kaikki alkoholijuomat;Katutason terassi;23;
Ahjokadun Kebab;Ahjokatu 14-16;40320;Jyväskylä;16.3.2020;Anniskelu A, kaikki alkoholijuomat;Terassi;16;
Ahjokadun Kebab;Ahjokatu 14-16;40320;Jyväskylä;16.3.2020;Anniskelu A, kaikki alkoholijuomat;Sisätila;50;
Ahjon Paja;Terästie 2;4220;Kerava;1.8.2018;Anniskelu A, kaikki alkoholijuomat;Sali;75;
Ahjon Paja;Terästie 2;4220;Kerava;1.8.2018;Anniskelu A, kaikki alkoholijuomat;Terassi 1;24;
Ahjon Paja;Terästie 2;4220;Kerava;1.8.2018;Anniskelu A, kaikki alkoholijuomat;Terassi 2;24;
Ahkionlahden Kanava Kahvila;Pielavedentie 642;71760;Kuopio;10.5.2019;Anniskelu A, kaikki alkoholijuomat;Ulkoterassi;20;
Ahkionlahden Kanava Kahvila;Pielavedentie 642;71760;Kuopio;10.5.2019;Anniskelu A, kaikki alkoholijuomat;Kuisti;12;
Ahkionlahden Kanava Kahvila;Pielavedentie 642;71760;Kuopio;10.5.2019;Anniskelu A, kaikki alkoholijuomat;Ravintola;12;
Ahkun Tupa;Lemmenjoentie 1030;99885;Inari;22.6.1988;Anniskelu A, kaikki alkoholijuomat;Ulkoalue;20;
Ahkun Tupa;Lemmenjoentie 1030;99885;Inari;22.6.1988;Anniskelu A, kaikki alkoholijuomat;Ravintolasali;74;
Ahlaisten Kievari;Merikarvian rantatie 779;29700;Pori;16.11.1990;Anniskelu A, kaikki alkoholijuomat;Ulkoterassi;50;
Ahlaisten Kievari;Merikarvian rantatie 779;29700;Pori;16.11.1990;Anniskelu A, kaikki alkoholijuomat;Baari Alakerta;70;
Ahlaisten Kievari;Merikarvian rantatie 779;29700;Pori;16.11.1990;Anniskelu A, kaikki alkoholijuomat;Pirttikabinetti;15;
Ahlaisten Kievari;Merikarvian rantatie 779;29700;Pori;16.11.1990;Anniskelu A, kaikki alkoholijuomat;Sali;110;
Ahlmanin ammattiopisto;Hallilantie 24;33820;Tampere;1.9.2007;Anniskelu A, kaikki alkoholijuomat;Ruokala Kapusta;170;
Ahlmanin ammattiopisto;Hallilantie 24;33820;Tampere;1.9.2007;Anniskelu A, kaikki alkoholijuomat;Annan aulakabinetti;70;
Ahlmanin ammattiopisto;Hallilantie 24;33820;Tampere;1.9.2007;Anniskelu A, kaikki alkoholijuomat;Annan kabinetti;30;
Ahlmanin ammattiopisto;Hallilantie 24;33820;Tampere;1.9.2007;Anniskelu A, kaikki alkoholijuomat;Rav. Anna terassi ja grillauspaikka;70;
Ahmon Golfklubi;Kotaniementie 84;74140;Iisalmi;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Terassi;50;
Ahmon Golfklubi;Kotaniementie 84;74140;Iisalmi;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Kahvio;50;
Ahtialan Krouvi;Laitumenkatu 6;15300;Lahti;19.6.2018;Anniskelu A, kaikki alkoholijuomat;Ravintolasali;93;
Ahtialan Krouvi;Laitumenkatu 6;15300;Lahti;19.6.2018;Anniskelu A, kaikki alkoholijuomat;Terassi;36;
Ahtialan Krouvi;Laitumenkatu 6;15300;Lahti;19.6.2018;Anniskelu A, kaikki alkoholijuomat;Lisäterassi;20;
Ahveniston toimintapuisto;Olympiakatu 18-20;13130;Hämeenlinna;27.11.2018;Ann.lupa sis. vähittäismyynnin;Ahveniston Minettikahvilan sisätila;28;
Ahveniston toimintapuisto;Olympiakatu 18-20;13130;Hämeenlinna;27.11.2018;Ann.lupa sis. vähittäismyynnin;Ahveniston Minettikahvilan terassi;40;
Ahvenlampi Camping;Ahvenlammentie 62;43100;Saarijärvi;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Kahvila;52;
Ahvenlampi Camping;Ahvenlammentie 62;43100;Saarijärvi;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Terassi;32;
Aikalisä Sport & Music Bar;Ankkarinraitti  2;33700;Tampere;29.12.2011;Anniskelu A, kaikki alkoholijuomat;Ulkoterassi;100;
Aikalisä Sport & Music Bar;Ankkarinraitti  2;33700;Tampere;29.12.2011;Anniskelu A, kaikki alkoholijuomat;Sisätila;98;
Aikon Kartano;Muikunlahdentie 165;44500;Viitasaari;18.3.2017;Anniskelu A, kaikki alkoholijuomat;Kahvila ja Kabinetti (vastaanottora;50;
Aikon Kartano;Muikunlahdentie 165;44500;Viitasaari;18.3.2017;Anniskelu A, kaikki alkoholijuomat;Ulkoalue;500;
Aikon Kartano;Muikunlahdentie 165;44500;Viitasaari;18.3.2017;Anniskelu A, kaikki alkoholijuomat;Saunatila 1 (päärakennus);10;
Aikon Kartano;Muikunlahdentie 165;44500;Viitasaari;18.3.2017;Anniskelu A, kaikki alkoholijuomat;Baari (vastaanottorakennus);250;
Aikon Kartano;Muikunlahdentie 165;44500;Viitasaari;18.3.2017;Anniskelu A, kaikki alkoholijuomat;Saunatila 2 (päärakennus);10;
Aikon Kartano;Muikunlahdentie 165;44500;Viitasaari;18.3.2017;Anniskelu A, kaikki alkoholijuomat;Ravintolasali (päärakennus);150;
Ailin;Mestarintie 1;15550;Lahti;1.2.2019;Anniskelu A, kaikki alkoholijuomat;Terassi;50;
Ailin;Mestarintie 1;15550;Lahti;1.2.2019;Anniskelu A, kaikki alkoholijuomat;Ravintolasali;100;
Aino ja Onni;Yrjönkatu 10, liikeh. M 8;28100;Pori;3.7.2020;Anniskelu A, kaikki alkoholijuomat;Kellari;20;
Aino ja Onni;Yrjönkatu 10, liikeh. M 8;28100;Pori;3.7.2020;Anniskelu A, kaikki alkoholijuomat;Katutaso;50;
Aino ja Onni;Yrjönkatu 10, liikeh. M 8;28100;Pori;3.7.2020;Anniskelu A, kaikki alkoholijuomat;Terassi;35;
Ainoa Winery;Rekolanpolku 65;15700;Lahti;19.6.2019;Anniskelu A, kaikki alkoholijuomat;Terrace;15;
Ainoa Winery;Rekolanpolku 65;15700;Lahti;19.6.2019;Anniskelu A, kaikki alkoholijuomat;Store front;10;
Air Cafe;Lentokentäntie 7;87850;Kajaani;1.6.2002;Anniskelu A, kaikki alkoholijuomat;Kahvio;50;
Airhotel/Airmotel;Lentokentäntie 5;3100;Vihti;19.8.2008;Anniskelu A, kaikki alkoholijuomat;Terassi 1 (pääsis.käynti);110;
Airhotel/Airmotel;Lentokentäntie 5;3100;Vihti;19.8.2008;Anniskelu A, kaikki alkoholijuomat;Terassi 2 (baarin vieressä);40;
Airhotel/Airmotel;Lentokentäntie 5;3100;Vihti;19.8.2008;Anniskelu A, kaikki alkoholijuomat;Saunatilat;20;
Airhotel/Airmotel;Lentokentäntie 5;3100;Vihti;19.8.2008;Anniskelu A, kaikki alkoholijuomat;Kokoustila Rooma;20;
Airhotel/Airmotel;Lentokentäntie 5;3100;Vihti;19.8.2008;Anniskelu A, kaikki alkoholijuomat;Kokoustila Pariisi;30;
Airhotel/Airmotel;Lentokentäntie 5;3100;Vihti;19.8.2008;Anniskelu A, kaikki alkoholijuomat;Kokoustila Lontoo;50;
Airhotel/Airmotel;Lentokentäntie 5;3100;Vihti;19.8.2008;Anniskelu A, kaikki alkoholijuomat;Kokoustila Tukholma;10;
Airhotel/Airmotel;Lentokentäntie 5;3100;Vihti;19.8.2008;Anniskelu A, kaikki alkoholijuomat;Kokoustila Tokyo;80;
Airhotel/Airmotel;Lentokentäntie 5;3100;Vihti;19.8.2008;Anniskelu A, kaikki alkoholijuomat;Kokoustila Monaco;15;
Airhotel/Airmotel;Lentokentäntie 5;3100;Vihti;19.8.2008;Anniskelu A, kaikki alkoholijuomat;Ravintolasali, aula ja baari;200;
Airhotel/Airmotel;Lentokentäntie 5;3100;Vihti;19.8.2008;Anniskelu A, kaikki alkoholijuomat;Kokoustila New York;65;
Airport Hotel Oulu;Vihiluoto 10;90440;Kempele;23.7.1999;Anniskelu A, kaikki alkoholijuomat;Terassit;106;
Airport Hotel Oulu;Vihiluoto 10;90440;Kempele;23.7.1999;Anniskelu A, kaikki alkoholijuomat;Aulatilat;20;
Airport Hotel Oulu;Vihiluoto 10;90440;Kempele;23.7.1999;Anniskelu A, kaikki alkoholijuomat;Saunan pukuhuone;20;
Airport Hotel Oulu;Vihiluoto 10;90440;Kempele;23.7.1999;Anniskelu A, kaikki alkoholijuomat;Piha-alueen kodat;50;
Airport Hotel Oulu;Vihiluoto 10;90440;Kempele;23.7.1999;Anniskelu A, kaikki alkoholijuomat;Sali;122;
Airport Hotel Oulu;Vihiluoto 10;90440;Kempele;23.7.1999;Anniskelu A, kaikki alkoholijuomat;Baari;59;
Airport Hotel Oulu;Vihiluoto 10;90440;Kempele;23.7.1999;Anniskelu A, kaikki alkoholijuomat;Kokoustilat;237;
Airport Hotel Pilot;Veromäentie 1;1510;Vantaa;16.1.2017;Anniskelu A, kaikki alkoholijuomat;Ravintolasali, 1. krs.;110;
Airport Hotel Pilot;Veromäentie 1;1510;Vantaa;16.1.2017;Anniskelu A, kaikki alkoholijuomat;Kokoustilat;110;
Airport Hotel Pilot;Veromäentie 1;1510;Vantaa;16.1.2017;Anniskelu A, kaikki alkoholijuomat;Ulkoalue (20+20);40;
Airport Hotel Pilot;Veromäentie 1;1510;Vantaa;16.1.2017;Anniskelu A, kaikki alkoholijuomat;Saunatilat;20;
Airport Hotel Pilot;Veromäentie 1;1510;Vantaa;16.1.2017;Anniskelu A, kaikki alkoholijuomat;Aula, 0. krs;20;
Airport Hotel Skyline;Elannontie 9;1510;Vantaa;1.1.1993;Anniskelu A, kaikki alkoholijuomat;Ulkoalueet;215;
Airport Hotel Skyline;Elannontie 9;1510;Vantaa;1.1.1993;Anniskelu A, kaikki alkoholijuomat;Kabinettitilat, 1. krs;72;
Airport Hotel Skyline;Elannontie 9;1510;Vantaa;1.1.1993;Anniskelu A, kaikki alkoholijuomat;Näköalakäytävät, 2.-7. krs;60;
Airport Hotel Skyline;Elannontie 9;1510;Vantaa;1.1.1993;Anniskelu A, kaikki alkoholijuomat;Saunatilat, 8. krs;40;
Airport Hotel Skyline;Elannontie 9;1510;Vantaa;1.1.1993;Anniskelu A, kaikki alkoholijuomat;Kokoustila, 8. krs;40;
Airport Hotel Skyline;Elannontie 9;1510;Vantaa;1.1.1993;Anniskelu A, kaikki alkoholijuomat;Aula, 1. krs;265;
Airport Hotel Skyline;Elannontie 9;1510;Vantaa;1.1.1993;Anniskelu A, kaikki alkoholijuomat;Ravintolasali, I Krs;100;
Airport Hotel Skyline;Elannontie 9;1510;Vantaa;1.1.1993;Anniskelu A, kaikki alkoholijuomat;Majoitushuoneet, 1.-7. krs;226;
Aitiopaikka/Virastotalo;Itsenäisyydenaukio 2;20800;Turku;28.3.2013;Anniskelu A, kaikki alkoholijuomat;Auditorio;200;
Aitiopaikka/Virastotalo;Itsenäisyydenaukio 2;20800;Turku;28.3.2013;Anniskelu A, kaikki alkoholijuomat;Ravintolasali;250;
Aitiopaikka/Virastotalo;Itsenäisyydenaukio 2;20800;Turku;28.3.2013;Anniskelu A, kaikki alkoholijuomat;Neuvottelutila 2086;20;
Aitiopaikka/Virastotalo;Itsenäisyydenaukio 2;20800;Turku;28.3.2013;Anniskelu A, kaikki alkoholijuomat;Neuvottelutila 2087;10;
Aitiopaikka/Virastotalo;Itsenäisyydenaukio 2;20800;Turku;28.3.2013;Anniskelu A, kaikki alkoholijuomat;Neuvottelutila 2084;8;
Aitiopaikka/Virastotalo;Itsenäisyydenaukio 2;20800;Turku;28.3.2013;Anniskelu A, kaikki alkoholijuomat;Neuvottelutila 2085;16;
Aitiopaikka/Virastotalo;Itsenäisyydenaukio 2;20800;Turku;28.3.2013;Anniskelu A, kaikki alkoholijuomat;Neuvottelutila 2030;20;
Aitiopaikka/Virastotalo;Itsenäisyydenaukio 2;20800;Turku;28.3.2013;Anniskelu A, kaikki alkoholijuomat;Maaherra-kabinetti, 4. krs.;50;
Aitiopaikka/Virastotalo;Itsenäisyydenaukio 2;20800;Turku;28.3.2013;Anniskelu A, kaikki alkoholijuomat;Maaherra-terassi, 4. krs.;50;
Aitiopaikka/Virastotalo;Itsenäisyydenaukio 2;20800;Turku;28.3.2013;Anniskelu A, kaikki alkoholijuomat;Parveke;100;
Aitiopaikka/Virastotalo;Itsenäisyydenaukio 2;20800;Turku;28.3.2013;Anniskelu A, kaikki alkoholijuomat;Neuvottelutila 2077;12;
Aitiopaikka/Virastotalo;Itsenäisyydenaukio 2;20800;Turku;28.3.2013;Anniskelu A, kaikki alkoholijuomat;Neuvottelutila 2078;5;
Aitiopaikka/Virastotalo;Itsenäisyydenaukio 2;20800;Turku;28.3.2013;Anniskelu A, kaikki alkoholijuomat;Neuvottelutila 2079;5;
Aitiopaikka/Virastotalo;Itsenäisyydenaukio 2;20800;Turku;28.3.2013;Anniskelu A, kaikki alkoholijuomat;Neuvottelutila 2081;16;
Aitiopaikka/Virastotalo;Itsenäisyydenaukio 2;20800;Turku;28.3.2013;Anniskelu A, kaikki alkoholijuomat;Neuvottelutila 2083;8;
Aitiopaikka/Virastotalo;Itsenäisyydenaukio 2;20800;Turku;28.3.2013;Anniskelu A, kaikki alkoholijuomat;2. kerroksen aula;100;
Aitiopaikka/Virastotalo;Itsenäisyydenaukio 2;20800;Turku;28.3.2013;Anniskelu A, kaikki alkoholijuomat;Neuvottelutila 2032;60;
Aitiopaikka/Virastotalo;Itsenäisyydenaukio 2;20800;Turku;28.3.2013;Anniskelu A, kaikki alkoholijuomat;Neuvottelutila 2014;20;
Aito Grilli;Pernontie 27;21260;Raisio;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Asiakastila;6;
Aito Grilli;Pernontie 27;21260;Raisio;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Terassi;12;
Aitolahden TB-Huoltamon kahvio;Kaitavedentie 95;33680;Tampere;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Aitolahden TB-Huoltamon kahvio;50;
Aitolahden TB-Huoltamon kahvio;Kaitavedentie 95;33680;Tampere;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Aitolahden TB-Huoltamon terassi;30;
Aitoleipä Keskustori;Keskustori 7;33100;Tampere;12.5.2020;Määräaikainen A, kaikki alkoholijuomat;Terassialue;40;
Aitoleipä Keskustori;Keskustori 7;33100;Tampere;12.5.2020;Määräaikainen A, kaikki alkoholijuomat;Myymälä;55;
Aitta Pub;Niemistenkatu 7;74700;Kiuruvesi;1.7.2020;Määräaikainen A, kaikki alkoholijuomat;Ulkotila;350;
Aitta Pub;Niemistenkatu 7;74700;Kiuruvesi;1.7.2020;Määräaikainen A, kaikki alkoholijuomat;Aittasaluuna;30;
Aitta Pub;Niemistenkatu 7;74700;Kiuruvesi;1.7.2020;Määräaikainen A, kaikki alkoholijuomat;Kesäkahvilan terassi;30;
Ajito & Sushi Ravintola;Kaivokatu 7;13100;Hämeenlinna;19.6.2017;Anniskelu A, kaikki alkoholijuomat;Terassi;38;
Ajito & Sushi Ravintola;Kaivokatu 7;13100;Hämeenlinna;19.6.2017;Anniskelu A, kaikki alkoholijuomat;Ravintolasali;58;
Akaan Keilahalli;Hallamäentie 3;37800;Akaa;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Saunatupa;20;
Akaan Keilahalli;Hallamäentie 3;37800;Akaa;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Keilasali;30;
Akaan Keilahalli;Hallamäentie 3;37800;Akaa;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Kahvio ja baari;50;
Akaan Keilahalli;Hallamäentie 3;37800;Akaa;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Kokoustila;20;
Akix Kaffe ja Piffi Ravintola;Mäntynummentie 46;8500;Lohja;12.5.2015;Anniskelu A, kaikki alkoholijuomat;Terassi;52;
Akix Kaffe ja Piffi Ravintola;Mäntynummentie 46;8500;Lohja;12.5.2015;Anniskelu A, kaikki alkoholijuomat;Akix Kaffe ja Piffi Ravintola;20;
Akix Kaffe ja Piffi Ravintola;Mäntynummentie 46;8500;Lohja;12.5.2015;Anniskelu A, kaikki alkoholijuomat;Ravintolasali;51;
Akix Kaffe ja Piffi Ravintola;Mäntynummentie 46;8500;Lohja;12.5.2015;Anniskelu A, kaikki alkoholijuomat;Kabinetti;19;
Akselin Tupa;Uusi Littoistentie 48;20660;Kaarina;1.12.2019;Anniskelu A, kaikki alkoholijuomat;Ravintola;60;
Akselin Tupa;Uusi Littoistentie 48;20660;Kaarina;1.12.2019;Anniskelu A, kaikki alkoholijuomat;Terassi;12;
Alahovin Viinikartano;Alahovintie 236;71130;Kuopio;16.5.1995;Anniskelu A, kaikki alkoholijuomat;Terassi;40;
Alahovin Viinikartano;Alahovintie 236;71130;Kuopio;16.5.1995;Anniskelu A, kaikki alkoholijuomat;Önkybaari;15;
Alahovin Viinikartano;Alahovintie 236;71130;Kuopio;16.5.1995;Anniskelu A, kaikki alkoholijuomat;Kellarikabinetti;40;
Alahovin Viinikartano;Alahovintie 236;71130;Kuopio;16.5.1995;Anniskelu A, kaikki alkoholijuomat;Viinitupa;90;
Alahovin Viinikartano;Alahovintie 236;71130;Kuopio;16.5.1995;Anniskelu A, kaikki alkoholijuomat;Nurmikkoterassi;150;
Alahovin Viinikartano;Alahovintie 236;71130;Kuopio;16.5.1995;Anniskelu A, kaikki alkoholijuomat;Saunatuvan terassi;15;
Alahovin Viinikartano;Alahovintie 236;71130;Kuopio;16.5.1995;Anniskelu A, kaikki alkoholijuomat;Saunatupa;15;
Alajärven Ankkurit, Kitron stadion;Hirsikankaantie 3;62900;Alajärvi;1.3.2018;Anniskelu A, kaikki alkoholijuomat;VIP-aitio 1;15;
Alajärven Ankkurit, Kitron stadion;Hirsikankaantie 3;62900;Alajärvi;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Terassikatsomo;200;
Alajärven Ankkurit, Kitron stadion;Hirsikankaantie 3;62900;Alajärvi;1.3.2018;Anniskelu A, kaikki alkoholijuomat;VIP-aitio 1;30;
Alakulttuurikeskus Loukko;Castreninkatu 7 LH 10;530;Helsinki;13.11.2019;Anniskelu A, kaikki alkoholijuomat;Tapahtumasali;80;
Alakylän Toivola;Seurantie 14;90910;Oulu;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Sali;50;
Alan Pizzeria Pub;Porrastie 1;40640;Jyväskylä;13.6.2007;Anniskelu A, kaikki alkoholijuomat;Sali;44;
Alan Pizzeria Pub;Porrastie 1;40640;Jyväskylä;13.6.2007;Anniskelu A, kaikki alkoholijuomat;Terassi;30;
Alans Café;Raatihuoneentori 4;10900;Hanko;1.3.2018;Anniskelu A, kaikki alkoholijuomat;Kahvila;30;
